,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,director,cast,country,date_added,rating,duration,listed_in,description
2459,ts213071,Sleepless Society: Nyctophobia,SHOW,2019,TV-MA,48,"['thriller', 'drama']",['TH'],1.0,tt10805822,6.0,53.0,4.154,9.3,,"Chermarn Boonyasak, Nattapat Nimjirawat, Jason Young, Matthew Deane Chanthavanij, Inthira Charoenpura, Natharinee Kanasoot",Thailand,"August 1, 2019",TV-MA,1 Season,"International TV Shows, TV Mysteries, TV Thrillers","Following the death of her child, a grief-stricken woman struggles to find peace until a mysterious boy appears, claiming to be her reincarnated son."
2460,tm428557,The Laundromat,MOVIE,2019,R,96,"['drama', 'comedy', 'crime', 'history']",['US'],,tt5865326,6.3,49391.0,13.702,6.019,Steven Soderbergh,"Meryl Streep, Gary Oldman, Antonio Banderas, Sharon Stone, James Cromwell, Jeffrey Wright, Melissa Rauch, Jeff Michalski, Jane Morris, Robert Patrick, David Schwimmer",United States,"October 18, 2019",R,96 min,"Comedies, Dramas","When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich."
2461,tm443615,Rebecca,MOVIE,2020,PG-13,123,"['thriller', 'drama', 'romance']",['GB'],,tt2235695,6.0,43492.0,11.858,6.304,Ben Wheatley,"Lily James, Armie Hammer, Kristin Scott Thomas, Keeley Hawes, Ann Dowd, Sam Riley, Tom Goodman-Hill, Mark Lewis Jones, John Hollingworth, Bill Paterson",United Kingdom,"October 21, 2020",PG-13,123 min,"Dramas, Romantic Movies, Thrillers","A young newlywed moves to her husband's imposing estate, where she must contend with his sinister housekeeper and the haunting shadow of his late wife."
2462,ts223895,"Hi Bye, Mama!",SHOW,2020,,71,"['scifi', 'comedy', 'drama', 'fantasy']",['KR'],2.0,tt11804034,7.9,1827.0,38.838,8.138,,"Kim Tae-hee, Lee Kyoo-hyung, Go Bo-gyeol, Shin Dong-mi, Seo Woo-jin, Lee Si-woo, Oh Eui-sik, Ahn Nae-sang, Kim Mee-kyeong, Park Su-young, Kim Mi-su, Yoon Sa-bong",South Korea,"February 23, 2020",TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","When the ghost of a woman gains a second chance at life for 49 days, she reappears in front of her remarried husband and young daughter."
2463,tm426983,Joy,MOVIE,2019,,99,"['drama', 'european']",['AT'],,tt8917752,6.6,1364.0,4.363,6.0,Sudabeh Mortezai,"Anwulika Alphonsus, Mariam Precious Sanusi, Angela Ekeleme",Austria,"May 24, 2019",TV-MA,101 min,"Dramas, Independent Movies, International Movies","Close to paying off her debts, a Nigerian sex worker in Austria coaches a reluctant novice, and assesses the risks of taking a faster path to freedom."
2464,ts188991,Someone Has to Die,SHOW,2020,TV-MA,50,"['crime', 'drama', 'thriller']","['MX', 'ES']",1.0,tt10311932,6.3,5187.0,12.545,7.2,Manolo Caro,"Carmen Maura, Cecilia Suárez, Ester Expósito, Ernesto Alterio, Alejandro Speitzer, Isaac Hernández, Carlos Cuevas, Mariola Fuentes, Pilar Castro, Juan Carlos Vellido, Eduardo Casanova, Manuel Morón, Javier Pereira","Mexico, Spain","October 16, 2020",TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","In conservative 1950s Spain, the alleged relationship between a young man and a Mexican ballerino creates an uproar of harrowing consequences."
2465,tm885860,Hannah Gadsby: Douglas,MOVIE,2020,,72,['comedy'],['AU'],,,,,5.3,7.3,Madeleine Parry,Hannah Gadsby,Australia,"May 26, 2020",TV-MA,73 min,Stand-Up Comedy,"Hannah Gadsby returns for her second special and digs deep into the complexities of popularity, identity and her most unusual dog park encounter."
2466,ts87364,Conversations with a Killer: The Ted Bundy Tapes,SHOW,2019,TV-MA,59,"['crime', 'documentation', 'history']",['US'],1.0,tt9426202,7.8,27439.0,15.998,7.542,,,United States,"January 24, 2019",TV-MA,1 Season,"Crime TV Shows, Docuseries","Present-day interviews, archival footage and audio recordings made on death row form a searing portrait of notorious serial killer Ted Bundy."
2467,tm919869,And Tomorrow the Entire World,MOVIE,2020,,111,"['drama', 'romance', 'crime']","['DE', 'FR']",,tt7716120,6.0,3392.0,7.455,5.9,Julia von Heinz,"Mala Emde, Noah Saavedra, Tonio Schneider, Luisa-Céline Gaffron, Andreas Lust, Nadine Sauter, Ivy Lissack, Hussein Eliraqui, Victoria Trauttmansdorff, Michael Wittenborn","Germany, France","May 6, 2021",TV-MA,112 min,"Dramas, International Movies, Thrillers",A law student joins an anti-fascist group and finds herself sucked into increasingly dangerous situations and drawn more and more to violence.
2468,tm447439,System Crasher,MOVIE,2019,,119,"['drama', 'european']",['DE'],,tt8535968,7.8,13581.0,8.304,7.675,Nora Fingscheidt,"Helena Zengel, Albrecht Schuch, Gabriela Maria Schmeide, Lisa Hagmeister, Melanie Straub, Victoria Trauttmansdorff, Maryam Zaree, Tedros Teclebrhan",Germany,"February 21, 2020",TV-MA,120 min,"Dramas, Independent Movies, International Movies","Traumatized, violent and yearning for love, 9-year-old Benni bonds with a gruff mentor as child-services workers struggle to find her a home."
2469,tm826368,American Son,MOVIE,2019,,90,['drama'],['US'],,tt9664078,5.9,7253.0,8.107,6.1,Kenny Leon,"Kerry Washington, Steven Pasquale, Jeremy Jordan, Eugene Lee",United States,"November 1, 2019",TV-MA,90 min,Dramas,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.
2470,tm678022,The Prom,MOVIE,2020,PG-13,130,"['drama', 'comedy', 'music', 'romance']",['US'],,tt10201386,5.9,26197.0,1.596,6.196,Ryan Murphy,"Meryl Streep, James Corden, Nicole Kidman, Kerry Washington, Andrew Rannells, Keegan-Michael Key, Jo Ellen Pellman, Ariana DeBose, Mary Kay Place, Kevin Chamberlin, Tracey Ullman, Logan Riley, Sofia Deler, Nico Greetham, Nathaniel J. Potvin",United States,"December 11, 2020",PG-13,132 min,"Comedies, LGBTQ Movies, Music & Musicals",A group of down-on-their-luck Broadway stars shake up a small Indiana town as they rally behind a teen who just wants to attend prom with her girlfriend.
2471,ts284800,Criminal: UK,SHOW,2019,TV-MA,44,"['crime', 'drama', 'thriller']",['GB'],2.0,tt9860676,7.6,19465.0,12.949,7.3,,"Katherine Kelly, Lee Ingleby, Mark Stanley, Rochenda Sandall, Shubham Saraf, Nicholas Pinnock, David Tennant, Hayley Atwell, Youssef Kerkour, Clare-Hope Ashitey, Isabella Laughland","United Kingdom, France, Germany, Spain","September 16, 2020",TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows","Within the walls of an interrogation room and with time running out, London investigators go after three suspects, each accused of a grievous crime."
2472,tm420181,Spelling the Dream,MOVIE,2020,,82,['documentation'],['US'],,tt6193522,6.9,764.0,3.922,7.0,Sam Rega,,United States,"June 3, 2020",TV-G,83 min,"Children & Family Movies, Documentaries","Following four hopeful competitors, this documentary explores Indian Americans' decades-long success at the biggest spelling contest in the U.S."
2473,ts251119,Hook,SHOW,2020,TV-MA,43,"['drama', 'romance', 'sport']",['TH'],1.0,tt12659696,6.5,25.0,3.697,5.2,Rachit Kusonkoonsiri,"Peemapol Panichtamrong, Phiravich Attachitsataporn, Thime Pichitsurakit, Jidapa Siribunchawan, Yanin Opassathaworn, Jaturong Kolimart, Pete Thongchua, Ratchanont Sukpragawp, Kanyaphak Pongsak, Kittikun Tansuhas, Tanawat Cheawaram, Toru Takizawa, Noraworn Puangumpai",Thailand,"July 5, 2020",TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Despite their fathers' rivalry, two university students form a friendship at a boxing gym as they tackle family drama, romance and personal crises."
2474,tm470597,A Kid from Coney Island,MOVIE,2020,,89,"['documentation', 'sport']","['CN', 'US']",,tt9567112,7.0,594.0,3.342,6.8,"Coodie, Chike",Stephon Marbury,"United States, China","July 6, 2020",TV-MA,89 min,"Documentaries, Sports Movies","From gifted athlete to professional NBA hooper, Coney Island's Stephon Marbury navigates the pressures, pitfalls and peaks of his basketball journey."
2475,tm475162,American Woman,MOVIE,2019,R,85,['drama'],"['US', 'CA']",,,,,2.678,5.3,Semi Chellas,"Hong Chau, Sarah Gadon, John Gallagher Jr., Lola Kirke, Ellen Burstyn, David Cubitt, Jordan Pettle, Richard Walters","United States, Canada","July 13, 2021",TV-MA,87 min,"Dramas, Independent Movies","In rural Pennsylvania, a working-class single mom must pick up the pieces and step up to raise her grandson after her daughter suddenly disappears."
2476,ts269690,Schulz Saves America,SHOW,2020,TV-MA,17,['comedy'],['US'],1.0,tt13607518,7.4,1165.0,2.121,6.778,Alexx Media,Andrew Schulz,United States,"December 17, 2020",TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",Comedian Andrew Schulz takes on the year's most divisive topics in this fearlessly unfiltered and irreverent four-part special.
2477,ts113748,Twelve Forever,SHOW,2019,TV-PG,14,"['comedy', 'family', 'fantasy', 'animation', 'action']",['US'],1.0,tt8009622,6.8,733.0,4.436,6.6,,"Kelsy Abbott, Antony Del Rio, Jaylen Barron, Matt Berry, Bridget Everett, Brandon Wardell, Steve Agee, Spencer Rothbell, Nick Sumida, Ashley Boettcher, Wade Randolph",United States,"July 29, 2019",TV-PG,1 Season,Kids' TV,Reggie's wild imagination unlocks a weird and wonderful world where she can be herself – and escape the pressures of growing up.
2478,tm444017,"Extremely Wicked, Shockingly Evil and Vile",MOVIE,2019,R,110,"['crime', 'drama', 'thriller']",['US'],,tt2481498,6.7,96671.0,14.022,7.0,Joe Berlinger,"Zac Efron, Lily Collins, Kaya Scodelario, Jeffrey Donovan, Angela Sarafyan, Jim Parsons, John Malkovich, Haley Joel Osment, Dylan Baker, Brian Geraghty",United States,"May 3, 2019",R,110 min,"Dramas, Independent Movies",Single mother Liz falls for Ted Bundy and refuses to believe the truth about his crimes for years. A drama based on a true story.
2479,tm857921,The Present,MOVIE,2020,PG-13,24,['drama'],"['QA', 'GB', 'PS']",,tt11474480,,,3.138,7.034,Farah Nabulsi,"Saleh Bakri, Maryam Kanj, Maryam Kamiel Basha, Ameer Khlawe, Ala' Hanani, Malak Abu Ghraibeh, Karam Elayyan, Leila Mouammar, Angie Saba","United Kingdom,","March 18, 2021",TV-MA,24 min,"Dramas, International Movies","Yusuf and his daughter set out to buy his wife an anniversary gift, a gesture demanding much patience and negotiation skills in the West Bank."
2480,ts93611,October Faction,SHOW,2020,TV-MA,41,"['scifi', 'drama', 'fantasy', 'horror']",['US'],1.0,tt8826128,6.2,11599.0,10.852,6.78,,"Tamara Taylor, J.C. MacKenzie, Aurora Burghart, Gabriel Darku, Maxim Roy, Stephen McHattie, Wendy Crewson, Megan Follows, Nicola Correia-Damude, Praneet Akilla, Michelle Nolden, Anwen O'Driscoll",United States,"January 23, 2020",TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Horror","The family drama gets downright monstrous as parents Fred and Deloris hunt the supernatural, and twins Viv and Geoff harbor their own strange secrets."
2481,ts89075,Her Private Life,SHOW,2019,TV-14,75,"['drama', 'comedy', 'romance']",['KR'],2.0,tt9899340,7.7,4814.0,14.817,7.713,,"Park Min-young, Kim Jae-uk, Ahn Bo-hyun, Jung Je-won, Park Jin-joo, Kim Bo-ra, Maeng Sang-hun, Kim Mee-kyung, Kim Sun-young, Lee Il-hwa",South Korea,"July 15, 2021",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","An art curator's life unravels, as she tries to keep her pastime as a die-hard K-pop fan secret from her gallery's new director."
2482,tm1028083,Red Snow,MOVIE,2020,,100,['drama'],['CA'],,tt6670074,4.7,175.0,2.621,5.3,Marie Clements,"Asivak Koostachin, Shafin Karim, Mozhdah Jamalzadah, Kane Mahon, Ishaan Vasdev, Samuel Marty, Miika Bryce Whiskeyjack, Tantoo Cardinal",Canada,"June 17, 2021",TV-MA,96 min,Dramas,"Ambushed by the Taliban, a First Nations soldier from Canada gets captured but escapes in a harrowing journey that stirs up memories of love and loss."
2483,ts257301,Big Timber,SHOW,2020,,51,['reality'],['CA'],3.0,tt13322572,6.9,917.0,5.454,7.0,,,,"July 2, 2021",TV-14,1 Season,"International TV Shows, Reality TV",A no-nonsense logger and his loyal crew battle brutal elements and finicky machines to chop and transport valuable lumber on Vancouver Island.
2484,ts216513,The Healing Powers of Dude,SHOW,2020,TV-G,25,"['fantasy', 'action', 'comedy', 'drama', 'family']",['US'],1.0,tt10540562,6.6,995.0,8.778,7.2,,"Jace Chapman, Larisa Oleynik, Tom Everett Scott, Steve Zahn, Mauricio Lara, Sophie Kim, Laurel Emory",,"January 13, 2020",TV-G,1 Season,"Kids' TV, TV Comedies, TV Dramas","When an 11-year-old boy with social anxiety disorder starts middle school, he finds strength in a scruffy emotional support dog named Dude."
2485,tm464212,Antoine Griezmann: The Making of a Legend,MOVIE,2019,,60,"['documentation', 'sport']",['FR'],,tt9817308,6.5,1254.0,7.193,7.1,,,,"March 21, 2019",TV-PG,60 min,"Documentaries, International Movies, Sports Movies","With heart and determination, Antoine Griezmann overcame his small stature to become one of the world’s top soccer players and a World Cup champion."
2486,ts243256,Social Distance,SHOW,2020,TV-MA,20,"['comedy', 'drama']",['US'],1.0,tt12313074,5.9,686.0,6.183,6.7,,"Danielle Brooks, Oscar Nuñez, Mike Colter, Heather Burns, Okieriete Onaodowan, Ajay Naidu, Shakira Barrera, Steven Weber, Helena Howard, Daphne Rubin-Vega, Guillermo Díaz, Miguel Sandoval, Camila Perez, Gianna Aragon, Tom Costanzo, Luca Costanzo, Olli Haaskivi, Marsha Stephanie Blake, Isabella Ferreira, Rocco Luna, Larita Brooks, Misha Brooks, Liam Foley, Zoë Verbil, Anthony Norman, Brian Jordan Alvarez, Max Jenkins, Peter Vack, Rana Roy, Peter Scanavino, Ali Ahn, Tami Sagher, Barbara Rosenblat, Michael Mulheren, Leo Bai-Scanavino, Becky Ann Baker, Dylan Baker, Marcia DeBonis, Raymond Anthony Thomas, Sunita Mani, Kylie Liya Page, David Iacono, Lachlan Riley Watson, Niles Fitch, Will Meyers, Ava DeMary, Lydia Look, Asante Blackk, Ayize Ma'at, Lovie Simone",United States,"October 15, 2020",TV-MA,1 Season,"TV Comedies, TV Dramas","Filmed in isolation, this narrative anthology series features both dark and funny takes on how people strive to stay connected while staying apart."
2487,tm918894,Anelka: Misunderstood,MOVIE,2020,,94,"['documentation', 'sport']",['FR'],,tt12724622,6.4,3321.0,9.447,6.5,Franck Nataf,Nicolas Anelka,France,"August 5, 2020",TV-14,95 min,"Documentaries, International Movies, Sports Movies","Inscrutable, incomparable or both? Famed French footballer Nicolas Anelka’s controversial legacy is explored in this in-depth documentary."
2488,tm499985,Light in the Dark,MOVIE,2020,,105,"['thriller', 'drama']",['NG'],,tt8530796,5.8,42.0,1.749,3.0,Ekene Som Mekwunye,"Rita Dominic, Joke Silva, Ngozi Nwosu, Kiki Omeili, Kalu Ikeagwu, Emmanuel Essien, Saidi Balogun",Nigeria,"May 18, 2020",TV-14,105 min,"Dramas, International Movies",A terrifying home invasion shatters a couple's happy family life and brings their marriage to the brink as painful fallout unfolds.
2489,ts79695,Sintonia,SHOW,2019,TV-MA,44,"['drama', 'music', 'crime']",['BR'],3.0,tt8165086,6.7,1279.0,13.423,8.2,,"Christian Malheiros, Jottapê, Bruna Mascarenhas",Brazil,"August 9, 2019",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Three teens living in the same São Paulo favela pursue their dreams while maintaining their friendship, amid a world of music, drugs and religion."
2490,tm934040,American Murder: The Family Next Door,MOVIE,2020,R,83,"['thriller', 'documentation', 'crime']",['US'],,tt12987894,7.2,29634.0,9.707,7.3,Jenny Popplewell,,United States,"September 30, 2020",TV-MA,84 min,Documentaries,"Using raw, firsthand footage, this documentary examines the disappearance of Shanann Watts and her children, and the terrible events that followed."
2491,tm462277,Romeo Akbar Walter,MOVIE,2019,,140,"['thriller', 'action', 'drama']",['IN'],,tt8550208,6.6,6014.0,4.406,6.424,Robbie Grewal,"John Abraham, Jackie Shroff, Mouni Roy, Sikander Kher, Raghuvir Yadav, Alka Amin, Rajesh Shringarpure, Anil George",India,"June 30, 2019",TV-14,141 min,"Dramas, International Movies, Thrillers","In 1971, a fallen army major’s son is tapped by India's Research and Analysis Wing to serve as an undercover agent in Pakistan in the lead-up to war."
2492,ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,2020,TV-MA,47,"['drama', 'history']",['US'],1.0,tt8771910,7.3,12489.0,9.109,7.446,,"Octavia Spencer, Tiffany Haddish, Carmen Ejogo, Blair Underwood, Garrett Morris, Kevin Carroll",United States,"March 20, 2020",TV-MA,1 Season,TV Dramas,An African American washerwoman rises from poverty to build a beauty empire and become the first female self-made millionaire. Based on a true story.
2493,tm285317,IO,MOVIE,2019,PG-13,96,"['scifi', 'romance', 'drama']",['US'],,tt3256226,4.8,35077.0,16.737,4.882,Jonathan Helpert,"Margaret Qualley, Anthony Mackie, Danny Huston",United States,"January 18, 2019",TV-14,96 min,"Dramas, Sci-Fi & Fantasy","As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet."
2494,ts83107,V Wars,SHOW,2019,TV-MA,42,"['scifi', 'drama', 'horror']",['US'],1.0,tt7403736,6.0,14330.0,16.0,7.607,,"Ian Somerhalder, Adrian Holmes, Jacky Lai, Kyle Breitkopf, Peter Outerbridge, Kimberly-Sue Murray, Sydney Meyer, Kandyse McClure, Laura Vandervoort, Michael Greyeyes, Greg Bryk, Teddy Moynihan, Ted Atherton, Jonathan Higgins, Nikki Reed, Samantha Liana Cole, Laura de Carteret, Bo Martyn",United States,"December 5, 2019",TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Horror",A fast-spreading disease that turns victims into blood-sucking fiends pits two best friends against each other in a fight for humanity's future.
2495,ts223308,Astronomy Club: The Sketch Show,SHOW,2019,TV-MA,20,['comedy'],['US'],1.0,tt10675488,7.0,633.0,2.724,7.0,,"Shawtane Bowen, Jonathan Braylock, Ray Cordova, Caroline Martin, Jerah Milligan, Monique Moses, Keisha Zollar, James III",United States,"December 6, 2019",TV-MA,1 Season,TV Comedies,"With unique individual perspectives that converge into a unified voice, sketch comedy group Astronomy Club delivers a smart and absurd brand of humor."
2496,ts105047,To the Lake,SHOW,2019,TV-MA,51,"['drama', 'scifi', 'thriller']",['RU'],2.0,tt9151230,7.2,13723.0,36.473,7.518,Pavel Kostomarov,"Viktoriya Isakova, Kirill Käro, Aleksandr Robak, Natalya Zemtsova, Maryana Spivak, Yuri Kuznetsov, Eldar Kalimulin, Viktoriya Agalakova, Alexander Yatsenko, Saveliy Kudryashov",Russia,"October 7, 2020",TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","Facing the end of civilization when a terrifying plague strikes, a group risks their lives, loves — and humanity — in a brutal struggle to survive."
2497,ts82851,Messiah,SHOW,2020,TV-MA,45,"['drama', 'thriller']",['US'],1.0,tt7671598,7.6,44227.0,15.352,7.333,,"Michelle Monaghan, Mehdi Dehbi, John Ortiz, Tomer Sisley, Melinda Page Hamilton, Stefania LaVie Owen, Sayyid El Alami, Jane Adams, Wil Traval, Fares Landoulsi",United States,"January 1, 2020",TV-MA,1 Season,"TV Dramas, TV Thrillers",A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. A fictional story not based on true events.
2498,tm447520,Sebastian Maniscalco: Stay Hungry,MOVIE,2019,,65,['comedy'],['US'],,tt9482786,7.1,1451.0,3.371,6.4,Rik Reinholdtsen,Sebastian Maniscalco,United States,"January 15, 2019",TV-MA,65 min,Stand-Up Comedy,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special."
2499,ts237773,Curon,SHOW,2020,TV-MA,47,"['drama', 'thriller', 'scifi']",['IT'],1.0,,,,15.117,6.953,,"Valeria Bilello, Luca Lionello, Federico Russo, Margherita Morchio, Anna Ferzetti, Alessandro Tedeschi, Juju Di Domenico, Giulio Brizzi, Max Malatesta",Italy,"June 10, 2020",TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror","After 17 years, a woman returns home with her teenage twins. When she mysteriously vanishes, her children must reckon with a shadowy family legacy."
2500,ts216493,The Naked Director,SHOW,2019,TV-MA,51,"['drama', 'comedy']",['JP'],2.0,tt10477528,7.7,6463.0,39.501,7.475,,"Takayuki Yamada, Shinnosuke Mitsushima, Tetsuji Tamayama, Misato Morita, Tokio Emoto, Sairi Ito, Ami Tomite, Takenori Goto, Koyuki, Lily Franky, Jun Kunimura, Ryo Ishibashi, Kotaro Yoshida, Itsuji Itao, Kimiko Yo",Japan,"June 24, 2021",TV-MA,2 Seasons,"International TV Shows, TV Dramas","In 1980s Japan, one determined man turned every crushing setback into opportunity. His name was Toru Muranishi, and he revolutionized his industry."
2501,tm826563,A Cinderella Story: Christmas Wish,MOVIE,2019,PG,85,['comedy'],"['US', 'CA']",,tt10326928,5.3,,16.624,6.4,Michelle Johnston,"Laura Marano, Gregg Sulkin, Isabella Gomez, Johannah Newmarch, Lillian Doucet-Roche, Chanelle Peloso, Barclay Hope, Garfield Wilson",United States,"December 1, 2019",PG,86 min,"Children & Family Movies, Comedies, Music & Musicals","Despite her vain stepmother and mean stepsisters, an aspiring singer works as an elf at a Christmas tree lot and finds her own holiday miracle."
2502,ts218803,Diagnosis,SHOW,2019,TV-G,27,"['documentation', 'reality']",['US'],2.0,tt8997426,7.5,12.0,2.965,7.9,,Lisa Sanders,United States,"August 16, 2019",TV-14,1 Season,"Docuseries, Science & Nature TV",Dr. Lisa Sanders crowdsources diagnoses for mysterious and rare medical conditions in a documentary series based on her New York Times Magazine column.
2503,ts222455,The Devil Next Door,SHOW,2019,TV-MA,46,"['documentation', 'crime', 'history']","['US', 'IL']",1.0,tt11165002,7.5,14049.0,6.581,7.257,,,United States,"November 4, 2019",TV-MA,1 Season,"Crime TV Shows, Docuseries","A Cleveland grandfather is brought to trial in Israel, accused of being the infamous Nazi death camp guard known as Ivan the Terrible."
2504,ts91039,The Chef Show,SHOW,2019,TV-MA,31,['documentation'],['US'],2.0,tt10359446,8.2,5325.0,10.569,7.8,,"Jon Favreau, Roy Choi",United States,"September 24, 2020",TV-MA,4 Seasons,Docuseries,"Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends."
2505,ts101408,The Mess You Leave Behind,SHOW,2020,TV-MA,45,"['thriller', 'crime', 'drama']",['ES'],1.0,tt9731242,6.8,9718.0,17.56,7.0,,"Inma Cuesta, Bárbara Lennie, Tamar Novas, Arón Piper, Roberto Enríquez, Roque Ruíz, Isabel Garrido, Fede Pérez, Alfonso Agra, Susana Dans, Xavier Estévez, Xosé Antonio Touriñán, María Tasende, Camila Bossa, María Costas, Abril Zamora, Chelo Falcón, Ana Santos, Mela Casal, César Cambeiro",Spain,"December 11, 2020",TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",A teacher starts her job at a high school but is haunted by a suspicious death that occurred there weeks before... and begins fearing for her own life.
2506,ts87599,Somewhere Only We Know,SHOW,2019,TV-MA,58,"['drama', 'romance']",['CN'],1.0,tt10472296,7.2,189.0,6.095,6.8,,"Zhang Chao, Li Tingting, Chen Bohao, Sun Jialing, Zhang Zhang, Li Jiuxiao, Deng Yuli, Li Huan, Fang Wenqiang, Gong Rui",China,"June 15, 2019",TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A language major bickers with – and falls for – a doctoral student as she navigates the ups and downs of love and friendship with college classmates.
2507,tm474061,Malibu Rescue,MOVIE,2019,,69,"['comedy', 'family', 'action']",['US'],,tt9228950,5.0,1379.0,9.241,6.3,Savage Steve Holland,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, JT Neal, Ian Ziering, Bryana Salaz, Camaron Engels, Jeremy Howard, Jeff Meacham",United States,"May 13, 2019",TV-G,70 min,"Children & Family Movies, Comedies","When a long list of shenanigans lands Tyler in hot water, he’s forced to suit up and spend his summer training for an elite junior lifeguard program."
2508,tm451852,The 3rd Eye 2,MOVIE,2019,,115,"['thriller', 'drama', 'fantasy', 'horror']",['ID'],,tt8890582,5.4,644.0,6.902,5.7,Rocky Soraya,"Jessica Mila, Bianca Hello, Nabilah Ayu, Sophia Latjuba, Jeremy Thomas",Indonesia,"June 13, 2019",TV-MA,117 min,"Horror Movies, International Movies","Working in an orphanage, Alia meets teen Nadia, who says she hears a strange voice in the walls. When they try to find the source, things go very wrong."
2509,tm945168,Secrets of the Saqqara Tomb,MOVIE,2020,,113,"['documentation', 'history']","['EG', 'US']",,tt13150630,7.2,6682.0,12.277,7.4,James Tovell,,United States,"October 28, 2020",TV-PG,114 min,Documentaries,"After unearthing a tomb that had been untouched for 4,400 years, Egyptian archaeologists attempt to decipher the history of the extraordinary find."
2510,tm814894,Parchís: the Documentary,MOVIE,2019,PG-13,106,"['music', 'documentation']",['ES'],,tt10511826,6.8,566.0,3.321,6.7,Daniel Arasanz,,Spain,"July 11, 2019",TV-14,106 min,"Documentaries, International Movies, Music & Musicals","The spotlight's on Parchís, a record company-created Spanish boy/girl band that had unprecedented success with Top 10 songs and hit films in the '80s."
2511,ts222838,I'm with the Band: Nasty Cherry,SHOW,2019,TV-MA,33,['reality'],['US'],1.0,,,,5.735,6.962,,"Charli XCX, Emmie Lichtenberg, Gabbriette Bechtel, Chloe Chaidez, Deborah Knox- Hewson, Georgia Somary",United States,"November 15, 2019",TV-MA,1 Season,Reality TV,"In an unfiltered, intimate docuseries, pop star mentor Charli XCX finds out what it takes to build – and break – a real, badass all-girl punk band."
2512,tm457296,Kevin Hart's Guide to Black History,MOVIE,2019,PG,63,['comedy'],['US'],,tt6373518,5.6,1397.0,4.934,5.423,Tom Stern,"Kevin Hart, Saniyya Sidney, Lil Rel Howery, Eoghan Thomas Murphy, Tiffany Haddish, Al Shearer, Lonnie Chavis, Alphonso Mcauley, Nika Williams, Barry Brewer, Greg Germann, John Ennis, Jay Johnston",United States,"February 8, 2019",TV-PG,63 min,"Children & Family Movies, Comedies",Kevin Hart highlights the fascinating contributions of black history’s unsung heroes in this entertaining – and educational – comedy special.
2513,tm837756,I'm No Longer Here,MOVIE,2020,,112,['drama'],"['US', 'MX']",,tt4323594,7.3,8536.0,14.606,7.8,Fernando Frías de la Parra,"Juan Daniel García, Angelina Chen, Jonathan Espinoza, Coral Puente, Tania Alvarado, Fanny Tovar, Luis Leonardo Zapata, Yahir Alday, Leonardo Garza, Yocelin Coronado, Deyanira Coronado","Mexico, United States","May 27, 2020",TV-MA,112 min,"Dramas, Independent Movies, International Movies","A terrible misunderstanding with a local gang sends 17-year-old Ulises, leader of a group hooked on cumbia music, across the border to save his life."
2514,tm844208,What the F* Is Going On?,MOVIE,2019,,86,['documentation'],['ES'],,tt11412566,7.5,181.0,2.445,6.2,"Marta Jaenes, Rosa Márquez",,Spain,"November 25, 2019",TV-MA,87 min,"Documentaries, International Movies","Featuring extensive interviews, this documentary takes a critical look at the gender inequality in Spain as the feminist movement aims to shift reality."
2515,tm834230,The Silence of the Marsh,MOVIE,2019,,92,"['thriller', 'european']",['ES'],,,,,10.365,5.3,Marc Vigil,"Pedro Alonso, Nacho Fresneda, Carmina Barrios, José Ángel Egido, Àlex Monner, Raúl Prieto, Maite Sandoval, Javier Godino, Luis Zahera, Miguel de Lira",Spain,"April 22, 2020",TV-MA,93 min,"International Movies, Thrillers","While researching corruption for his new book, a successful crime novelist shades the line between fiction and reality."
