Match Number,Round Number,Date,Location,Home Team,Away Team,Result
332,34,29/04/2024 18:45,Luigi Ferraris,Genoa,Cagliari,3 - 0
348,35,03/05/2024 18:45,Olimpico Grande Torino,Torino,Bologna,0 - 0
344,35,04/05/2024 16:00,Brianteo,Monza,Lazio,2 - 2
347,35,04/05/2024 18:45,Mapei Stadium - Città del Tricolore,Sassuolo,Inter,1 - 0
341,35,05/05/2024 10:30,Unipol Domus,Cagliari,Lecce,1 - 1
342,35,05/05/2024 13:00,Carlo Castellani,Empoli,Frosinone,0 - 0
350,35,05/05/2024 13:00,Marcantonio Bentegodi,Hellas Verona,Fiorentina,2 - 1
343,35,05/05/2024 16:00,San Siro,Milan,Genoa,3 - 3
345,35,05/05/2024 18:45,Olimpico,Roma,Juventus,1 - 1
346,35,06/05/2024 16:00,Arechi,Salernitana,Atalanta,1 - 2
349,35,06/05/2024 18:45,Friuli,Udinese,Napoli,1 - 1
353,36,10/05/2024 18:45,Benito Stirpe,Frosinone,Inter,0 - 5
359,36,11/05/2024 16:00,Diego Armando Maradona,Napoli,Bologna,0 - 2
358,36,11/05/2024 18:45,San Siro,Milan,Cagliari,5 - 1
356,36,12/05/2024 10:30,Olimpico,Lazio,Empoli,2 - 0
354,36,12/05/2024 13:00,Luigi Ferraris,Genoa,Sassuolo,2 - 1
360,36,12/05/2024 13:00,Marcantonio Bentegodi,Hellas Verona,Torino,1 - 2
355,36,12/05/2024 16:00,Juventus Stadium,Juventus,Salernitana,1 - 1
351,36,12/05/2024 18:45,Atleti Azzurri d'Italia,Atalanta,Roma,2 - 1
357,36,13/05/2024 16:30,Ettore Giardiniero - Via del mare,Lecce,Udinese,0 - 2
352,36,13/05/2024 18:45,Artemio Franchi,Fiorentina,Monza,2 - 1
362,37,17/05/2024 18:45,Artemio Franchi,Fiorentina,Napoli,2 - 2
364,37,18/05/2024 16:00,Ettore Giardiniero - Via del mare,Lecce,Atalanta,0 - 2
369,37,18/05/2024 18:45,Olimpico Grande Torino,Torino,Milan,3 - 1
368,37,19/05/2024 10:30,Mapei Stadium - Città del Tricolore,Sassuolo,Cagliari,0 - 2
365,37,19/05/2024 13:00,Brianteo,Monza,Frosinone,0 - 1
370,37,19/05/2024 13:00,Friuli,Udinese,Empoli,1 - 1
363,37,19/05/2024 16:00,San Siro,Inter,Lazio,1 - 1
366,37,19/05/2024 18:45,Olimpico,Roma,Genoa,1 - 0
367,37,20/05/2024 16:30,Arechi,Salernitana,Hellas Verona,1 - 2
361,37,20/05/2024 18:45,Renato Dall'Ara,Bologna,Juventus,3 - 3
377,38,23/05/2024 18:45,Unipol Domus,Cagliari,Fiorentina,2 - 3
380,38,24/05/2024 18:45,Luigi Ferraris,Genoa,Bologna,2 - 0
371,38,25/05/2024 16:00,Juventus Stadium,Juventus,Monza,2 - 0
373,38,25/05/2024 18:45,San Siro,Milan,Salernitana,3 - 3
374,38,26/05/2024 16:00,Diego Armando Maradona,Napoli,Lecce,0 - 0
376,38,26/05/2024 16:00,Atleti Azzurri d'Italia,Atalanta,Torino,3 - 0
372,38,26/05/2024 18:45,Olimpico,Lazio,Sassuolo,1 - 1
375,38,26/05/2024 18:45,Marcantonio Bentegodi,Hellas Verona,Inter,2 - 2
378,38,26/05/2024 18:45,Carlo Castellani,Empoli,Roma,2 - 1
379,38,26/05/2024 18:45,Benito Stirpe,Frosinone,Udinese,0 - 1
